field0,field1,field2
|file:///home/lina/data/deltas/org.apache.hive/hive-exec/0.14.0_to_1.0.0.delta|,1,225
|file:///home/lina/data/deltas/org.scalameta/semanticdb-scalac_2.12.3/2.0.1_to_2.1.2.delta|,1,234
|file:///home/lina/data/deltas/org.glassfish.jersey.core/jersey-common/2.0-m05_to_2.0-m05-1.delta|,1,246
|file:///home/lina/data/deltas/com.android.tools/sdklib/24.2.2_to_24.3.1.delta|,1,259
|file:///home/lina/data/deltas/io.vertx/vertx-core/3.2.1_to_3.3.0.CR2.delta|,1,259
|file:///home/lina/data/deltas/org.ow2.fractal.juliac/juliac-core/2.5.1_to_2.6.delta|,1,270
|file:///home/lina/data/deltas/org.hibernate/hibernate-search-orm/5.5.8.Final_to_5.8.1.Final.delta|,1,275
|file:///home/lina/data/deltas/org.glassfish.jersey.core/jersey-common/2.0-m05-1_to_2.0-m05-2.delta|,1,283
|file:///home/lina/data/deltas/org.apache.activemq/activemq-pool/5.8.0_to_5.9.0.delta|,1,287
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.8.0_to_2.8.1.RC1.delta|,1,403
|file:///home/lina/data/deltas/io.vertx/vertx-core/3.0.0-milestone2_to_3.0.0-milestone3.delta|,1,466
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.8.0.RC2_to_2.8.0.RC3.delta|,1,875
|file:///home/lina/data/deltas/com.typesafe.akka/akka-actor_2.11/2.4.8_to_2.4.9-RC1.delta|,1,896
|file:///home/lina/data/deltas/com.typesafe.akka/akka-cluster_2.11/2.4.16_to_2.4.17.delta|,1,2011
|file:///home/lina/data/deltas/com.typesafe.akka/akka-actor_2.11/2.3.9_to_2.3.10.delta|,1,4654
|file:///home/lina/data/deltas/com.typesafe.akka/akka-actor_2.11/2.4.2-RC1_to_2.4.2.delta|,1,5397
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.12.0-M4_to_2.12.0-M4-9901daf.delta|,1,6709
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.12.0-M3_to_2.12.0-M3-dc9effe.delta|,1,8023
|file:///home/lina/data/deltas/org.springframework/spring-core/4.1.2.RELEASE_to_4.1.3.RELEASE.delta|,2,2
|file:///home/lina/data/deltas/org.pustefixframework.webservices/pustefix-webservices-core/0.15.20_to_0.16.3.delta|,2,4
|file:///home/lina/data/deltas/org.pustefixframework.webservices/pustefix-webservices-core/0.15.30_to_0.17.4.delta|,2,4
|file:///home/lina/data/deltas/org.pustefixframework.webservices/pustefix-webservices-core/0.15.21_to_0.16.6.delta|,2,4
|file:///home/lina/data/deltas/org.pustefixframework.webservices/pustefix-webservices-core/0.15.25_to_0.17.2.delta|,2,4
|file:///home/lina/data/deltas/org.pustefixframework.webservices/pustefix-webservices-core/0.15.22_to_0.16.7.delta|,2,4
|file:///home/lina/data/deltas/org.pustefixframework.webservices/pustefix-webservices-core/0.15.24_to_0.16.9.delta|,2,4
|file:///home/lina/data/deltas/org.pustefixframework.webservices/pustefix-webservices-core/0.15.26_to_0.17.3.delta|,2,4
|file:///home/lina/data/deltas/org.pustefixframework.webservices/pustefix-webservices-core/0.15.28_to_0.18.0.delta|,2,4
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-management/3.1.3_to_3.1.4.delta|,2,5
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.7.3_to_2.7.4.delta|,2,7
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.4.1_to_2.4.2.delta|,2,8
|file:///home/lina/data/deltas/io.vertx/vertx-core/3.3.0_to_3.3.1.delta|,2,10
|file:///home/lina/data/deltas/org.apache.hadoop/hadoop-mapreduce-client-core/0.23.1_to_2.0.0-alpha.delta|,2,11
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.2.4.v20141103_to_9.3.0.M1.delta|,2,12
|file:///home/lina/data/deltas/org.apache.camel/camel-cxf/2.18.3_to_2.19.0.delta|,2,12
|file:///home/lina/data/deltas/org.springframework/spring-core/1.2.8_to_2.0.delta|,2,12
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-http/7.4.5.v20110725_to_7.5.0.RC0.delta|,2,13
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-http/9.3.6.v20151106_to_9.3.7.RC0.delta|,2,13
