field0,field1,field2
|file:///home/lina/data/deltas/org.apache.kafka/kafka_2.12/0.10.1.1_to_0.10.2.0.delta|,1,2385
|file:///home/lina/data/deltas/org.ehcache/ehcache/3.4.0_to_3.5.0.delta|,1,2428
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.11.0-M5_to_2.11.0-M6.delta|,1,2989
|file:///home/lina/data/deltas/org.http4s/http4s-core_2.11/0.16.5a_to_0.18.0-M4.delta|,1,3103
|file:///home/lina/data/deltas/co.fs2/fs2-core_2.12/0.10.0-M1_to_0.10.0-M2.delta|,1,3349
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.11.0-M7_to_2.11.0-M8.delta|,1,3998
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.10.0-M7_to_2.10.0-RC1.delta|,1,4204
|file:///home/lina/data/deltas/org.apache.kafka/kafka_2.12/1.1.1_to_2.0.0.delta|,1,4349
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.11.0-M7_to_2.11.0-M8.delta|,1,4579
|file:///home/lina/data/deltas/org.http4s/http4s-core_2.11/0.16.6a_to_0.18.0-M7.delta|,1,4592
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.9.0.RC1_to_2.9.0.RC2.delta|,1,5057
|file:///home/lina/data/deltas/com.typesafe.akka/akka-actor_2.11/2.4-M3_to_2.4.0-RC1.delta|,1,5096
|file:///home/lina/data/deltas/org.apache.sshd/sshd-core/2.0.0_to_2.1.0.delta|,1,5148
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.8.0.Beta1_to_2.8.0.RC1.delta|,1,5188
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.12.6_to_2.13.0-M4.delta|,1,5563
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.9.0.RC1_to_2.9.0.RC2.delta|,1,5590
|file:///home/lina/data/deltas/com.typesafe.akka/akka-actor_2.11/2.4.20_to_2.5.6.delta|,1,5867
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.11.0-M3_to_2.11.0-M4.delta|,1,7925
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.10.2_to_2.11.0-M4.delta|,1,11060
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.10.3_to_2.11.0-M6.delta|,1,11121
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.9.1_to_2.10.0-M1.delta|,1,11664
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.12.0-M1_to_2.12.0-M2.delta|,1,47362
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.11.7_to_2.12.0-M2.delta|,1,48853
|file:///home/lina/data/deltas/org.apache.karaf.shell/org.apache.karaf.shell.console/2.2.0_to_2.2.1.delta|,2,3
|file:///home/lina/data/deltas/org.apache.camel/camel-core/2.15.0_to_2.15.1.delta|,2,3
|file:///home/lina/data/deltas/org.apache.santuario/xmlsec/2.1.1_to_2.1.2.delta|,2,10
|file:///home/lina/data/deltas/javax.ws.rs/javax.ws.rs-api/2.0.1_to_2.1-m01.delta|,2,16
|file:///home/lina/data/deltas/org.apache.santuario/xmlsec/1.4.2_to_1.4.3.delta|,2,16
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-http/7.0.1.v20091125_to_7.1.3.v20100526.delta|,2,32
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.13.0-M1_to_2.13.0-M2.delta|,2,46
|file:///home/lina/data/deltas/org.pac4j/pac4j-oauth/1.4.0_to_1.4.1.delta|,2,55
|file:///home/lina/data/deltas/io.vertx/vertx-core/3.1.0_to_3.2.0.delta|,2,92
|file:///home/lina/data/deltas/com.google.guava/guava/23.0-android_to_23.1-android.delta|,2,113
|file:///home/lina/data/deltas/javax.ws.rs/javax.ws.rs-api/2.1-m05_to_2.1-m07.delta|,2,115
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.11.v20160721_to_9.4.0.M1.delta|,2,117
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.10.M0_to_9.4.0.M0.delta|,2,117
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.14.v20161028_to_9.4.0.RC2.delta|,2,121
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.13.v20161014_to_9.4.0.RC1.delta|,2,124
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.12.v20160915_to_9.4.0.RC0.delta|,2,124
|file:///home/lina/data/deltas/org.glassfish.jersey.core/jersey-common/2.0-m04-1_to_2.0-m04-2.delta|,2,127
|file:///home/lina/data/deltas/io.vertx/vertx-core/3.0.0-milestone6_to_3.0.0.delta|,2,131
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.16.v20170120_to_9.4.1.v20170120.delta|,2,141
|file:///home/lina/data/deltas/org.activiti/activiti-engine/5.16.4_to_5.17.0.delta|,2,141
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.17.v20170317_to_9.4.3.v20170317.delta|,2,142
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.18.v20170406_to_9.4.4.v20170414.delta|,2,151
|file:///home/lina/data/deltas/org.apache.hadoop/hadoop-mapreduce-client-core/2.0.0-alpha_to_2.0.3-alpha.delta|,2,151
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.20.v20170531_to_9.4.6.v20170531.delta|,2,151
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.21.RC0_to_9.4.7.RC0.delta|,2,151
|file:///home/lina/data/deltas/co.fs2/fs2-core_2.12/0.10.0-M10_to_0.10.0-M11.delta|,2,165
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.22.v20171030_to_9.4.8.v20171121.delta|,2,166
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.24.v20180605_to_9.4.11.v20180605.delta|,2,167
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.23.v20180228_to_9.4.9.v20180320.delta|,2,167
|file:///home/lina/data/deltas/org.apache.santuario/xmlsec/2.0.9_to_2.1.1.delta|,2,199
|file:///home/lina/data/deltas/org.apache.solr/solr-core/3.2.0_to_3.3.0.delta|,2,200
|file:///home/lina/data/deltas/org.apache.santuario/xmlsec/2.0.8_to_2.1.0.delta|,2,204
|file:///home/lina/data/deltas/org.pac4j/pac4j-oauth/2.3.1_to_3.0.0-RC2.delta|,2,211
|file:///home/lina/data/deltas/net.sourceforge.htmlunit/htmlunit-core-js/2.28_to_2.31.delta|,2,214
|file:///home/lina/data/deltas/org.activiti/activiti-engine/5.16.5_to_5.19.0.1.delta|,2,235
|file:///home/lina/data/deltas/org.eclipse.persistence/org.eclipse.persistence.core/2.5.0_to_2.5.1.delta|,2,237
