field0,field1,field2
|file:///home/lina/data/deltas/org.ehcache/ehcache/3.5.2_to_3.6.1.delta|,2,244
|file:///home/lina/data/deltas/org.gebish/geb-core/0.9.0-RC-1_to_0.9.2.delta|,2,332
|file:///home/lina/data/deltas/org.apache.derby/derby/10.4.2.0_to_10.5.3.0_1.delta|,2,430
|file:///home/lina/data/deltas/org.apache.sshd/sshd-core/0.9.0_to_0.10.0.delta|,2,480
|file:///home/lina/data/deltas/org.openrdf.sesame/sesame-model/2.8.11_to_4.1.2.delta|,2,995
|file:///home/lina/data/deltas/org.apache.derby/derby/10.2.2.0_to_10.3.1.4.delta|,2,1241
|file:///home/lina/data/deltas/org.apache.drill.exec/vector/1.12.0_to_1.13.0.delta|,2,1755
|file:///home/lina/data/deltas/org.apache.sshd/sshd-core/2.0.0_to_2.1.0.delta|,2,5148
|file:///home/lina/data/deltas/org.apache.santuario/xmlsec/1.5.1_to_1.5.2.delta|,3,10
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.7.1_to_2.7.2.delta|,3,35
|file:///home/lina/data/deltas/org.activiti/activiti-engine/5.20.0_to_5.21.0.delta|,3,41
|file:///home/lina/data/deltas/org.apache.derby/derby/10.11.1.1_to_10.12.1.1.delta|,3,65
|file:///home/lina/data/deltas/org.apache.sshd/sshd-core/1.4.0_to_1.6.0.delta|,3,105
|file:///home/lina/data/deltas/org.apache.hadoop/hadoop-mapreduce-client-core/2.0.0-alpha_to_2.0.3-alpha.delta|,3,151
|file:///home/lina/data/deltas/org.drools/drools-compiler/6.2.0.Final_to_6.4.0.Final.delta|,3,448
|file:///home/lina/data/deltas/org.drools/drools-compiler/6.2.0.Beta1_to_6.2.0.Final.delta|,3,936
|file:///home/lina/data/deltas/org.http4s/http4s-core_2.11/0.14.11a_to_0.15.2a.delta|,3,984
|file:///home/lina/data/deltas/org.eclipse.persistence/eclipselink/2.5.2_to_2.6.0-M3.delta|,3,1109
|file:///home/lina/data/deltas/org.http4s/http4s-core_2.11/0.16.5a_to_0.18.0-M4.delta|,3,3103
|file:///home/lina/data/deltas/org.http4s/http4s-core_2.11/0.18.11_to_0.18.14.delta|,3,4523
|file:///home/lina/data/deltas/org.http4s/http4s-core_2.11/0.16.6a_to_0.18.0-M7.delta|,3,4592
|file:///home/lina/data/deltas/org.openrdf.sesame/sesame-model/2.8.3_to_2.8.4.delta|,4,8
|file:///home/lina/data/deltas/org.springframework/spring-context-support/2.5.6.SEC01_to_3.0.0.RELEASE.delta|,4,29
|file:///home/lina/data/deltas/org.springframework/spring-context-support/2.5.6.SEC02_to_3.0.4.RELEASE.delta|,4,29
|file:///home/lina/data/deltas/org.openrdf.sesame/sesame-model/2.7.16_to_2.8.4.delta|,4,40
|file:///home/lina/data/deltas/org.apache.derby/derby/10.6.1.0_to_10.6.2.1.delta|,4,50
|file:///home/lina/data/deltas/org.springframework/spring-context-support/2.5.6.SEC03_to_3.1.0.RELEASE.delta|,4,68
|file:///home/lina/data/deltas/org.hyperledger.fabric-sdk-java/fabric-sdk-java/1.0.1_to_1.1.0.delta|,4,317
|file:///home/lina/data/deltas/org.eclipse.persistence/eclipselink/2.5.0_to_2.5.1.delta|,4,367
|file:///home/lina/data/deltas/org.apache.derby/derby/10.5.3.0_1_to_10.6.1.0.delta|,4,406
|file:///home/lina/data/deltas/org.apache.derby/derby/10.3.2.1_to_10.4.1.3.delta|,4,763
|file:///home/lina/data/deltas/org.apache.santuario/xmlsec/1.4.6_to_1.5.1.delta|,4,1161
|file:///home/lina/data/deltas/org.apache.derby/derby/10.1.3.1_to_10.2.1.6.delta|,4,1630
|file:///home/lina/data/deltas/org.http4s/http4s-core_2.11/0.17.0-M3_to_0.18.0-M4.delta|,4,10217
|file:///home/lina/data/deltas/com.typesafe.akka/akka-actor_2.11/2.5.12_to_2.5.13.delta|,5,30
|file:///home/lina/data/deltas/org.apache.sshd/sshd-core/0.7.0_to_0.8.0.delta|,5,38
|file:///home/lina/data/deltas/org.activiti/activiti-engine/5.16.6_to_5.22.0.delta|,5,329
|file:///home/lina/data/deltas/org.apache.derby/derby/10.9.1.0_to_10.10.1.1.delta|,5,661
|file:///home/lina/data/deltas/org.ehcache/ehcache/3.0.0.m5_to_3.0.0.rc1.delta|,5,1013
|file:///home/lina/data/deltas/org.eclipse.persistence/eclipselink/2.7.0_to_2.7.1.delta|,6,321
|file:///home/lina/data/deltas/org.apache.ant/ant/1.7.0_to_1.7.1.delta|,7,57
|file:///home/lina/data/deltas/org.apache.hadoop/hadoop-mapreduce-client-core/2.2.0_to_2.3.0.delta|,7,169
|file:///home/lina/data/deltas/org.eclipse.persistence/eclipselink/2.6.5_to_2.7.1.delta|,7,1969
|file:///home/lina/data/deltas/org.activiti/activiti-engine/5.22.0_to_7-201711-EA.delta|,7,5824
|file:///home/lina/data/deltas/org.kie.server/kie-server-api/6.4.0.Final_to_7.0.0.Beta3.delta|,9,18
|file:///home/lina/data/deltas/org.apache.santuario/xmlsec/1.4.8_to_1.5.6.delta|,9,1171
|file:///home/lina/data/deltas/org.eclipse.persistence/eclipselink/2.4.2_to_2.5.1.delta|,10,7713
|file:///home/lina/data/deltas/org.apache.ant/ant/1.7.1_to_1.8.0.delta|,11,129
|file:///home/lina/data/deltas/net.automatalib/automata-core/0.5.1_to_0.5.2.delta|,13,479
|file:///home/lina/data/deltas/org.apache.oozie/oozie-core/4.1.0_to_4.2.0.delta|,13,490
|file:///home/lina/data/deltas/org.apache.hadoop/hadoop-mapreduce-client-core/2.0.5-alpha_to_2.1.0-beta.delta|,15,231
|file:///home/lina/data/deltas/org.apache.sshd/sshd-core/1.0.0_to_1.2.0.delta|,16,1868
|file:///home/lina/data/deltas/org.ops4j.pax.web/pax-web-jetty-bundle/0.8.1_to_3.1.2.delta|,17,3519
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.4.2_to_2.4.3.delta|,20,26
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.3.7_to_2.4.3.delta|,21,281
|file:///home/lina/data/deltas/org.drools/drools-compiler/5.3.3.Final_to_5.5.0.Beta1.delta|,23,1521
|file:///home/lina/data/deltas/org.drools/drools-compiler/5.4.0.Final_to_5.5.0.Beta1.delta|,24,1237
|file:///home/lina/data/deltas/org.drools/drools-compiler/5.3.5.Final_to_6.0.0.Alpha6.delta|,24,2438
|file:///home/lina/data/deltas/org.springframework/spring-jdbc/2.5.6.SEC01_to_3.0.0.RELEASE.delta|,25,126
|file:///home/lina/data/deltas/org.springframework/spring-jdbc/2.5.6.SEC02_to_3.0.4.RELEASE.delta|,25,138
|file:///home/lina/data/deltas/org.springframework/spring-jdbc/2.5.6.SEC03_to_3.1.0.RELEASE.delta|,25,153
|file:///home/lina/data/deltas/org.apache.hadoop/hadoop-mapreduce-client-core/0.23.11_to_2.4.1.delta|,25,527
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.4.3_to_2.5.0.delta|,33,130
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.3.9_to_2.4.6.delta|,49,300
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.3.10_to_2.4.7.delta|,49,320
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.3.11_to_2.4.8.delta|,49,375
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.3.8_to_2.5.1.delta|,49,483
|file:///home/lina/data/deltas/org.apache.ant/ant/1.8.4_to_1.9.0.delta|,112,531
|file:///home/lina/data/deltas/org.apache.derby/derby/10.10.2.0_to_10.11.1.1.delta|,124,4652
