field0,field1,field2
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/7.3.1.v20110307_to_7.4.0.RC0.delta|,1,10
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.8_to_2.7.5.delta|,1,10
|file:///home/lina/data/deltas/org.apache.cxf/cxf-tools-wsdlto-databinding-jaxb/2.6.3_to_2.6.4.delta|,1,10
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.3_to_2.7.0.delta|,1,10
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.7_to_2.7.4.delta|,1,10
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.4_to_2.7.1.delta|,1,10
|file:///home/lina/data/deltas/org.springframework/spring-context-support/2.5.4_to_2.5.5.delta|,1,10
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/7.2.2.v20101205_to_7.3.0.v20110203.delta|,1,10
|file:///home/lina/data/deltas/org.springframework/spring-jdbc/3.0.4.RELEASE_to_3.0.5.RELEASE.delta|,1,10
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-addr/2.3.10_to_2.4.7.delta|,1,10
|file:///home/lina/data/deltas/org.apache.santuario/xmlsec/1.5.1_to_1.5.2.delta|,1,10
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.5_to_2.7.2.delta|,1,11
|file:///home/lina/data/deltas/org.springframework/spring-core/2.5.2_to_2.5.3.delta|,1,11
|file:///home/lina/data/deltas/org.springframework/spring-core/1.2.2_to_1.2.5.delta|,1,11
|file:///home/lina/data/deltas/org.drools/drools-compiler/7.2.0.Final_to_7.3.0.Final.delta|,1,11
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-frontend-jaxws/3.1.13_to_3.2.0.delta|,1,11
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-frontend-jaxws/3.1.14_to_3.2.1.delta|,1,11
