field0,field1,field2
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.9.3-RC1_to_2.10.0.delta|,4,56755
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.9_to_2.7.6.delta|,5,9
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.8_to_2.7.5.delta|,5,10
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.3_to_2.7.0.delta|,5,10
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.7_to_2.7.4.delta|,5,10
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.4_to_2.7.1.delta|,5,10
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.5_to_2.7.2.delta|,5,11
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.16_to_2.7.13.delta|,5,22
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.6_to_2.7.3.delta|,5,37
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.8.2_to_2.10.0-M1.delta|,5,46587
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.11.10_to_2.12.2.delta|,5,61790
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.11.11_to_2.13.0-M1.delta|,5,61840
|file:///home/lina/data/deltas/org.gebish/geb-core/0.10.0_to_0.12.0.delta|,6,701
|file:///home/lina/data/deltas/org.http4s/http4s-core_2.11/0.17.0-M3_to_0.18.0-M4.delta|,6,10217
|file:///home/lina/data/deltas/org.apache.derby/derby/10.2.2.0_to_10.3.1.4.delta|,7,1241
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.8.2.RC1_to_2.9.1.RC2.delta|,7,28311
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.8.0.Beta1_to_2.8.0.RC1.delta|,9,5368
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.10.0-M3_to_2.10.0-M4.delta|,9,11649
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.9.3_to_2.10.1.delta|,9,26152
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.9.3-RC2_to_2.10.1-RC1.delta|,9,26152
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.9.3-RC1_to_2.10.0.delta|,9,26434
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.10.7_to_2.13.0-M3.delta|,10,73727
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.12.3_to_2.12.4.delta|,16,1260
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.13.0-M2_to_2.13.0-M3.delta|,18,1825
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.11.12_to_2.13.0-M3.delta|,19,65669
|file:///home/lina/data/deltas/org.activiti/activiti-engine/5.22.0_to_7-201711-EA.delta|,49,5824
